x_km,shell_mode,scenario,scenario_label,band,frequency_mhz,band_role,ocean_depth_m,surface_height_m,surface_slope_deg,layer_count,layer_source_statuses,ocean_in_band_window,classification,ocean_snr_margin_db,false_snr_margin_db,false_minus_ocean_db,false_depth_m,surface_clutter_snr_margin_db,surface_clutter_apparent_depth_m,surface_roughness_index,attenuation_risk_0_100,false_layer_risk_0_100,surface_clutter_risk_0_100,material_ambiguity_risk_0_100,band_window_penalty_0_100,cross_band_support_0_100,ocean_confidence_score_0_100,confidence_band,v3_broad_outcome,v3_interpretation
-36.5,thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29018.003491945536,264.8535608975177,2.1222605982983525,1,Directly paper anchored epsilon; high-loss bracket modeled,False,internal feature only,,5.115823600332057,,63.35583164544138,-999.0,,0.0,100.0,100.0,0.0,48.0,100.0,35.0,0.0,not_interpretable,internal_feature_only,shallow/internal feature only
-36.5,thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29018.003491945536,264.8535608975177,2.1222605982983525,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-19.43993366481532,23.270906702783392,42.71084036759871,63.35583164544138,-999.0,,0.0,100.0,100.0,0.0,48.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.5,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29018.003491945536,264.8535608975177,2.1222605982983525,0,none,True,weak/no deep detection,-14.60497698208328,-999.0,-984.3950230179169,,-999.0,,0.0,100.0,0.0,0.0,55.0,0.0,38.0,4.69,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-36.5,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29018.003491945536,264.8535608975177,2.1222605982983525,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,55.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-36.5,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29018.003491945536,264.8535608975177,2.1222605982983525,0,none,True,weak/no deep detection,-59.22495561904152,-999.0,-939.7750443809584,,-999.0,,0.0,100.0,0.0,0.0,55.0,25.0,38.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-36.5,thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29018.003491945536,264.8535608975177,2.1222605982983525,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,-19.62271885768053,4.642034412216676,24.26475326989721,20018.844757501705,-999.0,,0.0,100.0,100.0,0.0,92.0,0.0,30.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.5,thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29018.003491945536,264.8535608975177,2.1222605982983525,6,Sensitivity bracket from paper-supported material families,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,92.0,100.0,30.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-36.5,thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29018.003491945536,264.8535608975177,2.1222605982983525,6,Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-72.18070943221198,-14.544762753043155,57.635946679168825,19930.844757501705,-999.0,,0.0,100.0,0.0,0.0,92.0,25.0,30.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-36.5,thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29018.003491945536,264.8535608975177,2.1222605982983525,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-29.032959352119786,8.612868836390565,37.64582818851035,9862.027592400236,-999.0,,0.0,100.0,100.0,0.0,71.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.5,thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29018.003491945536,264.8535608975177,2.1222605982983525,1,Directly paper anchored epsilon; high-loss bracket modeled,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,71.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-36.5,thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29018.003491945536,264.8535608975177,2.1222605982983525,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-96.47784591139192,8.755937880741438,105.23378379213337,9862.027592400236,-999.0,,0.0,100.0,100.0,0.0,71.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.5,thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29018.003491945536,264.8535608975177,2.1222605982983525,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-72.9940815621428,12.202447154766878,85.19652871690967,63.35583164544138,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.5,thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29018.003491945536,264.8535608975177,2.1222605982983525,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,False,internal feature only,,5.00131476260303,,63.35583164544138,-999.0,,0.0,100.0,100.0,0.0,100.0,100.0,35.0,0.0,not_interpretable,internal_feature_only,shallow/internal feature only
-36.5,thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29018.003491945536,264.8535608975177,2.1222605982983525,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-209.984975378064,23.15639786505436,233.14137324311835,63.35583164544138,-999.0,,0.0,100.0,100.0,0.0,100.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.5,thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29018.003491945536,264.8535608975177,2.1222605982983525,0,none,True,clear ocean boundary,6.375037050705803,-999.0,-1005.3750370507058,,-999.0,,0.0,31.96,0.0,0.0,32.0,0.0,62.0,80.4,high,ocean_candidate,high-confidence ocean candidate
-36.5,thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29018.003491945536,264.8535608975177,2.1222605982983525,0,none,False,surface clutter in shallow window,,-999.0,,,9.775161524039667,1088.8763624200694,0.9767901872470384,100.0,0.0,90.0,32.0,100.0,35.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-36.5,thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29018.003491945536,264.8535608975177,2.1222605982983525,0,none,True,weak/no deep detection,-5.0547923175815015,-999.0,-993.9452076824184,,4.775161524039667,1088.8763624200694,0.9767901872470384,89.11,0.0,68.43,32.0,25.0,20.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-36.5,thick_30km_reason_mode,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29018.003491945536,264.8535608975177,2.1222605982983525,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-72.9940815621428,12.202447154766878,85.19652871690967,63.35583164544138,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.5,thick_30km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29018.003491945536,264.8535608975177,2.1222605982983525,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,False,surface clutter in shallow window,,5.00131476260303,,63.35583164544138,12.559013557693728,1088.8763624200694,0.9767901872470384,100.0,100.0,90.0,100.0,100.0,20.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-36.5,thick_30km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29018.003491945536,264.8535608975177,2.1222605982983525,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-209.984975378064,23.15639786505436,233.14137324311835,63.35583164544138,7.559013557693728,1088.8763624200694,0.9767901872470384,100.0,100.0,70.0,100.0,25.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,clean_ice_control,Clean ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29014.51992490512,273.24610443212225,1.1514296103087744,0,none,True,clear ocean boundary,6.425285548944698,-999.0,-1005.4252855489448,,-999.0,,0.0,28.47,0.0,0.0,5.0,0.0,72.0,86.02,high,ocean_candidate,high-confidence ocean candidate
-36.0,thick_30km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29014.51992490512,273.24610443212225,1.1514296103087744,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,5.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-36.0,thick_30km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29014.51992490512,273.24610443212225,1.1514296103087744,0,none,True,weak/no deep detection,-4.914468656311033,-999.0,-994.085531343689,,-999.0,,0.0,85.17,0.0,0.0,5.0,25.0,38.0,0.68,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-36.0,thick_30km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29014.51992490512,273.24610443212225,1.1514296103087744,2,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,6.4240855489446975,-2.113926360177204,-8.5380119091219,14507.25996245256,-999.0,,0.0,31.48,0.0,0.0,30.0,0.0,72.0,82.62,high,ocean_candidate,high-confidence ocean candidate
-36.0,thick_30km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29014.51992490512,273.24610443212225,1.1514296103087744,2,Directly paper anchored epsilon and layer thicknesses,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,30.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-36.0,thick_30km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29014.51992490512,273.24610443212225,1.1514296103087744,2,Directly paper anchored epsilon and layer thicknesses,True,weak/no deep detection,-4.917567042988001,6.780687108667186,11.698254151655188,10000.0,-999.0,,0.0,88.19,100.0,0.0,30.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29014.51992490512,273.24610443212225,1.1514296103087744,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,0.7844513812098516,12.295783725887308,11.511332344677456,62.24098272258584,-999.0,,0.0,61.84,100.0,0.0,48.0,0.0,72.0,49.72,ambiguous,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29014.51992490512,273.24610443212225,1.1514296103087744,1,Directly paper anchored epsilon; high-loss bracket modeled,False,internal feature only,,5.252891349667067,,62.24098272258584,-999.0,,0.0,100.0,100.0,0.0,48.0,100.0,35.0,0.0,not_interpretable,internal_feature_only,shallow/internal feature only
-36.0,thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29014.51992490512,273.24610443212225,1.1514296103087744,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-19.479039849880923,23.4079744521184,42.88701430199932,62.24098272258584,-999.0,,0.0,100.0,100.0,0.0,48.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29014.51992490512,273.24610443212225,1.1514296103087744,0,none,True,weak/no deep detection,-14.55220986517332,-999.0,-984.4477901348268,,-999.0,,0.0,100.0,0.0,0.0,55.0,0.0,38.0,4.69,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-36.0,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29014.51992490512,273.24610443212225,1.1514296103087744,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,55.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-36.0,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29014.51992490512,273.24610443212225,1.1514296103087744,0,none,True,weak/no deep detection,-59.0781289123254,-999.0,-939.9218710876746,,-999.0,,0.0,100.0,0.0,0.0,55.0,25.0,38.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-36.0,thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29014.51992490512,273.24610443212225,1.1514296103087744,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,-19.57846519932613,4.699730616396526,24.27819581572265,20007.46890707462,-999.0,,0.0,100.0,100.0,0.0,92.0,0.0,30.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29014.51992490512,273.24610443212225,1.1514296103087744,6,Sensitivity bracket from paper-supported material families,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,92.0,100.0,30.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-36.0,thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29014.51992490512,273.24610443212225,1.1514296103087744,6,Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-72.0558643809654,-14.38348967235737,57.67237470860803,19919.46890707462,-999.0,,0.0,100.0,0.0,0.0,92.0,25.0,30.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-36.0,thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29014.51992490512,273.24610443212225,1.1514296103087744,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-30.159876908336177,8.830180943259428,38.99005785159561,9799.562010383464,-999.0,,0.0,100.0,100.0,0.0,71.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29014.51992490512,273.24610443212225,1.1514296103087744,1,Directly paper anchored epsilon; high-loss bracket modeled,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,71.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-36.0,thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29014.51992490512,273.24610443212225,1.1514296103087744,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-99.37695193320546,9.129798676586612,108.50675060979208,9799.562010383464,-999.0,,0.0,100.0,100.0,0.0,71.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29014.51992490512,273.24610443212225,1.1514296103087744,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-74.18708694189584,12.252215037981498,86.43930197987734,62.24098272258584,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29014.51992490512,273.24610443212225,1.1514296103087744,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,False,internal feature only,,5.140397481216859,,62.24098272258584,-999.0,,0.0,100.0,100.0,0.0,100.0,100.0,35.0,0.0,not_interpretable,internal_feature_only,shallow/internal feature only
-36.0,thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29014.51992490512,273.24610443212225,1.1514296103087744,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-213.0547194265072,23.295480583668198,236.3502000101754,62.24098272258584,-999.0,,0.0,100.0,100.0,0.0,100.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29014.51992490512,273.24610443212225,1.1514296103087744,0,none,True,clear ocean boundary,6.425285548944698,-999.0,-1005.4252855489448,,-999.0,,0.0,31.71,0.0,0.0,32.0,0.0,62.0,80.55,high,ocean_candidate,high-confidence ocean candidate
-36.0,thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29014.51992490512,273.24610443212225,1.1514296103087744,0,none,False,surface clutter in shallow window,,-999.0,,,6.881723502254392,987.3632855263032,0.7976299382200862,100.0,0.0,90.0,32.0,100.0,35.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-36.0,thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29014.51992490512,273.24610443212225,1.1514296103087744,0,none,True,weak/no deep detection,-4.914468656311033,-999.0,-994.085531343689,,1.881723502254392,987.3632855263032,0.7976299382200862,88.41,0.0,48.17,32.0,25.0,20.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-36.0,thick_30km_reason_mode,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29014.51992490512,273.24610443212225,1.1514296103087744,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-74.18708694189584,12.252215037981498,86.43930197987734,62.24098272258584,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-36.0,thick_30km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29014.51992490512,273.24610443212225,1.1514296103087744,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,False,surface clutter in shallow window,,5.140397481216859,,62.24098272258584,9.154968826181635,987.3632855263032,0.7976299382200862,100.0,100.0,90.0,100.0,100.0,20.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-36.0,thick_30km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29014.51992490512,273.24610443212225,1.1514296103087744,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-213.0547194265072,23.295480583668198,236.3502000101754,62.24098272258584,4.154968826181637,987.3632855263032,0.7976299382200862,100.0,100.0,64.08,100.0,25.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-35.5,thick_30km_reason_mode,clean_ice_control,Clean ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29010.90323265347,284.9525044867838,0.4278388623715568,0,none,True,clear ocean boundary,6.463237266572298,-999.0,-1005.4632372665724,,-999.0,,0.0,28.28,0.0,0.0,5.0,0.0,72.0,86.13,high,ocean_candidate,high-confidence ocean candidate
-35.5,thick_30km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29010.90323265347,284.9525044867838,0.4278388623715568,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,5.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-35.5,thick_30km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29010.90323265347,284.9525044867838,0.4278388623715568,0,none,True,weak/no deep detection,-4.808590201919737,-999.0,-994.1914097980804,,-999.0,,0.0,84.64,0.0,0.0,5.0,25.0,38.0,0.71,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-35.5,thick_30km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29010.90323265347,284.9525044867838,0.4278388623715568,2,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,6.462037266572297,-2.077023484330012,-8.539060750902308,14505.451616326734,-999.0,,0.0,31.29,0.0,0.0,30.0,0.0,72.0,82.73,high,ocean_candidate,high-confidence ocean candidate
-35.5,thick_30km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29010.90323265347,284.9525044867838,0.4278388623715568,2,Directly paper anchored epsilon and layer thicknesses,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,30.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-35.5,thick_30km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29010.90323265347,284.9525044867838,0.4278388623715568,2,Directly paper anchored epsilon and layer thicknesses,True,weak/no deep detection,-4.811688588596704,6.8819898133783965,11.6936784019751,10000.0,-999.0,,0.0,87.66,100.0,0.0,30.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-35.5,thick_30km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29010.90323265347,284.9525044867838,0.4278388623715568,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,0.7535456101307383,12.332411008069698,11.57886539793896,61.12162075876287,-999.0,,0.0,61.99,100.0,0.0,48.0,0.0,72.0,49.63,ambiguous,likely_false_boundary,likely false/internal boundary
-35.5,thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29010.90323265347,284.9525044867838,0.4278388623715568,1,Directly paper anchored epsilon; high-loss bracket modeled,False,internal feature only,,5.355350126443414,,61.12162075876287,-999.0,,0.0,100.0,100.0,0.0,48.0,100.0,35.0,0.0,not_interpretable,internal_feature_only,shallow/internal feature only
-35.5,thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29010.90323265347,284.9525044867838,0.4278388623715568,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-19.550950666838133,23.510433228894748,43.06138389573288,61.12162075876287,-999.0,,0.0,100.0,100.0,0.0,48.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-35.5,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",29010.90323265347,284.9525044867838,0.4278388623715568,0,none,True,weak/no deep detection,-14.511643279358358,-999.0,-984.4883567206416,,-999.0,,0.0,100.0,0.0,0.0,55.0,0.0,38.0,4.69,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-35.5,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,29010.90323265347,284.9525044867838,0.4278388623715568,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,55.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-35.5,thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,29010.90323265347,284.9525044867838,0.4278388623715568,0,none,True,weak/no deep detection,-58.96549889730598,-999.0,-940.034501102694,,-999.0,,0.0,100.0,0.0,0.0,55.0,25.0,38.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
